REFERENCIA,DESCRIPCIÓN,N_PERIODS,NON_ZERO_PERIODS,PCT_NON_ZERO,ADI,CV2,DEMAND_TYPE
EP20-1758,JUEGO DE CORREAS DENTADAS,62,21,0.3387,2.9524,2.9808,Lumpy
EP20-1762,JUEGO DE CORREAS DENTADAS,62,8,0.129,7.75,9.1956,Lumpy
EP20-1773,JUEGO DE CORREAS DENTADAS,62,31,0.5,2.0,1.1811,Lumpy
EP20-1840,KIT DISTRIBUCION,62,24,0.3871,2.5833,3.6793,Lumpy
EP20-1886,KIT DISTRIBUCION,62,15,0.2419,4.1333,6.7002,Lumpy
EP20-1915,JUEGO DE CORREAS DENTADAS,62,13,0.2097,4.7692,5.8406,Lumpy
EP20-1917,JUEGO DE CORREAS DENTADAS,62,21,0.3387,2.9524,2.4728,Lumpy
EP20-1926,JUEGO DE CORREAS DENTADAS,62,36,0.5806,1.7222,1.9964,Lumpy
EP20-2050,KIT BANDA ALTERNADOR,62,38,0.6129,1.6316,0.7714,Lumpy
EP20-2070,JUEGO DE CORREAS DENTADAS,62,20,0.3226,3.1,2.6704,Lumpy
EP20-2171,JUEGO DE CORREAS DENTADAS,62,15,0.2419,4.1333,3.9158,Lumpy
EP20-2178,KIT DISTRIBUCION,62,13,0.2097,4.7692,5.1106,Lumpy
EP20-X201,KIT DISTRIBUCION,62,25,0.4032,2.48,2.1278,Lumpy
EP21-0028,KIT DISTRIBUCION,62,31,0.5,2.0,2.2989,Lumpy
EP21-0036,JUEGO DE CADENA DE DISTRIBUCIÓN,62,21,0.3387,2.9524,2.6651,Lumpy
EP21-0046,JUEGO DE CADENA DE DISTRIBUCIÓN,62,15,0.2419,4.1333,4.4638,Lumpy
EP21-0152,JUEGO DE CADENA DE DISTRIBUCIÓN,62,30,0.4839,2.0667,1.3098,Lumpy
EP21-0249,JUEGO DE CADENA DE DISTRIBUCIÓN,62,18,0.2903,3.4444,3.5373,Lumpy
EP21-0388,JUEGO DE CADENA DE DISTRIBUCIÓN,62,21,0.3387,2.9524,3.3761,Lumpy
EP21-0389,JUEGO DE CADENA DE DISTRIBUCIÓN,62,25,0.4032,2.48,3.3452,Lumpy
EP21-0397,KIT DISTRIBUCION,62,19,0.3065,3.2632,4.2552,Lumpy
EP21-0411,JUEGO DE CADENA DE DISTRIBUCIÓN,62,13,0.2097,4.7692,5.1594,Lumpy
EP21-0413,JUEGO DE CADENA DE DISTRIBUCIÓN,62,25,0.4032,2.48,1.8037,Lumpy
EP21-0432,JUEGO DE CADENA DE DISTRIBUCIÓN,62,14,0.2258,4.4286,4.8149,Lumpy
EP21-0512,JUEGO DE CADENA DE DISTRIBUCIÓN,62,45,0.7258,1.3778,0.5181,Lumpy
EP21-0549,JUEGO DE CADENA DE DISTRIBUCIÓN,62,13,0.2097,4.7692,4.5961,Lumpy
EP21-0589,JUEGO DE CADENA DE DISTRIBUCIÓN,62,24,0.3871,2.5833,1.9306,Lumpy
EP21-0601,JUEGO DE CADENA DE DISTRIBUCIÓN,62,30,0.4839,2.0667,1.3466,Lumpy
EP21-0618,JUEGO DE CADENA DE DISTRIBUCIÓN,62,17,0.2742,3.6471,8.176,Lumpy
EP21-0620,JUEGO DE CADENA DE DISTRIBUCIÓN,62,31,0.5,2.0,1.2899,Lumpy
EP29-0019,BANDA DISTRIBUCION,62,7,0.1129,8.8571,10.0332,Lumpy
EP34-3000,RECEPTOR RULIMAN DE CAJA COJINETE,62,43,0.6935,1.4419,0.5886,Lumpy
EPAP8266,BOMBA AGUA AUXILIAR AMAROK,62,34,0.5484,1.8235,1.0994,Lumpy
EPP512,BOMBA DE AGUA,62,11,0.1774,5.6364,7.1779,Lumpy
EPP513,BOMBA DE AGUA,62,19,0.3065,3.2632,2.8352,Lumpy
EPP513G,BASE BOMBA DE AGUA,62,21,0.3387,2.9524,2.7689,Lumpy
EPP540,BOMBA DE AGUA,62,17,0.2742,3.6471,3.8288,Lumpy
EPP891,BOMBA AGUA,62,4,0.0645,15.5,14.5,Lumpy
EPPK05133,BOMBA DE AGUA + KIT CORREA DISTRIBUCIÓN,62,24,0.3871,2.5833,2.5295,Lumpy
EPPK05471,KIT DISTRIBUCION CON BOMBA AGUA,62,8,0.129,7.75,11.8809,Lumpy
EPPK06570TH,BOMBA AGUA,62,30,0.4839,2.0667,5.1851,Lumpy
EPPK06651,BOMBA DE AGUA + KIT CORREA DISTRIBUCIÓN,62,25,0.4032,2.48,2.6066,Lumpy
ET0271-HJ-1570,CAUCHO BASE INF ESPIRAL POST,62,23,0.371,2.6957,1.9767,Lumpy
ET1601-DC-0041,CONO Y CORONA,62,26,0.4194,2.3846,1.7958,Lumpy
ETBK0029,KIT DISTRIBUCION,62,18,0.2903,3.4444,3.2822,Lumpy
ETBK0033,KIT DISTRIBUCION,62,29,0.4677,2.1379,1.4383,Lumpy
ETBK5001,KIT DISTRIBUCION,62,11,0.1774,5.6364,10.0082,Lumpy
ETBK5002,KIT DISTRIBUCION,62,26,0.4194,2.3846,3.1385,Lumpy
ETBK5003,KIT DISTRIBUCION,62,17,0.2742,3.6471,5.301,Lumpy
ETBK5004,KIT DISTRIBUCION,62,17,0.2742,3.6471,4.4537,Lumpy
ETBK5005,KIT  DISTRIBUCION,62,17,0.2742,3.6471,6.3434,Lumpy
ETBK5006,KIT DISTRIBUCION,62,19,0.3065,3.2632,3.235,Lumpy
ETCK0022,KIT DISTRIBUCION,62,18,0.2903,3.4444,3.0575,Lumpy
ETCK0028,KIT DISTRIBUCION,62,14,0.2258,4.4286,5.4045,Lumpy
ETCK0101,KIT DISTRIBUCION,62,22,0.3548,2.8182,3.8079,Lumpy
ETCK0102,KIT DISTRIBUCION,62,16,0.2581,3.875,4.4657,Lumpy
ETCK0116,KIT  DISTRIBUCION,62,27,0.4355,2.2963,1.72,Lumpy
ETCK0118,KIT  DISTRIBUCION,62,37,0.5968,1.6757,2.2385,Lumpy
ETCK2036,KIT DISTRIBUCION,62,19,0.3065,3.2632,7.3813,Lumpy
ETCK2057,KIT DISTRIBUCION,62,6,0.0968,10.3333,10.7851,Lumpy
ETCK2090,KIT DISTRIBUCION,62,31,0.5,2.0,1.2198,Lumpy
ETCK5018,KIT DISTRIBUCION,62,16,0.2581,3.875,4.4492,Lumpy
ETCK5032,KIT DISTRIBUCION,62,19,0.3065,3.2632,3.5318,Lumpy
ETCK5033,KIT DISTRIBUCION,62,26,0.4194,2.3846,3.8593,Lumpy
ETCK5035,KIT DISTRIBUCION,62,19,0.3065,3.2632,6.2589,Lumpy
ETCK5036,KIT  DISTRIBUCION,62,34,0.5484,1.8235,0.9878,Lumpy
ETCK5037,KIT DISTRIBUCION,62,35,0.5645,1.7714,4.1855,Lumpy
FD-7401,FILTRO GASOLINA,62,18,0.2903,3.4444,5.2249,Lumpy
FD-7401G,FILTRO COMBUSTIBLE,62,29,0.4677,2.1379,2.6039,Lumpy
FD-WK939,FILTRO COMBUSTIBLE,62,42,0.6774,1.4762,0.6176,Lumpy
FD1770A106,FILTRO COMBUSTIBLE,62,21,0.3387,2.9524,4.3234,Lumpy
FG-0012,FILTRO GASOLINA,62,26,0.4194,2.3846,3.7962,Lumpy
FG-0014,FILTRO GASOLINA,62,27,0.4355,2.2963,1.4962,Lumpy
FG-0019,FILTRO GASOLINA,62,27,0.4355,2.2963,1.4965,Lumpy
FG-0027,FILTRO GASOLINA,62,28,0.4516,2.2143,3.7966,Lumpy
FG-0028,FILTRO GASOLINA,62,28,0.4516,2.2143,4.1352,Lumpy
FG-0050,FILTRO GASOLINA,62,46,0.7419,1.3478,0.482,Intermittent
FG-0056,FILTRO GASOLINA,62,24,0.3871,2.5833,5.7998,Lumpy
FG-0101,FILTRO GASOLINA,62,10,0.1613,6.2,6.0851,Lumpy
FG-0105,FILTRO GASOLINA,62,9,0.1452,6.8889,9.4767,Lumpy
FG-0136,FILTRO GASOLINA,62,23,0.371,2.6957,3.0058,Lumpy
FG-0198,FILTRO GASOLINA,62,15,0.2419,4.1333,4.8644,Lumpy
FG-0490,FILTRO GASOLINA,62,26,0.4194,2.3846,1.8533,Lumpy
FG-0578,FILTRO GASOLINA,62,29,0.4677,2.1379,1.7413,Lumpy
FG-0B00,FILTRO GASOLINA,62,40,0.6452,1.55,0.695,Lumpy
FG-0G00,FILTRO GASOLINA,62,20,0.3226,3.1,2.5759,Lumpy
FG-1051B,FILTRO GASOLINA,62,29,0.4677,2.1379,1.9789,Lumpy
FG-1100,FILTRO GASOLINA,62,20,0.3226,3.1,3.3711,Lumpy
FG-128,FILTRO GASOLINA SAIL,62,18,0.2903,3.4444,3.4412,Lumpy
FG-2021,FILTRO GASOLINA,62,20,0.3226,3.1,9.9907,Lumpy
FG-3074,FILTRO GASOLINA,62,29,0.4677,2.1379,1.3639,Lumpy
FG-3081,FILTRO GASOLINA,62,21,0.3387,2.9524,4.1513,Lumpy
FG-31130,FILTRO GASOLINA,62,34,0.5484,1.8235,2.5325,Lumpy
FG-312,FILTRO GASOLINA,62,34,0.5484,1.8235,1.1,Lumpy
FG-3480,FILTRO GASOLINA,62,26,0.4194,2.3846,1.7398,Lumpy
FG-3480W,FILTRO GASOLINA,62,14,0.2258,4.4286,6.629,Lumpy
FG-3600,FILTRO GASOLINA,62,33,0.5323,1.8788,1.4052,Lumpy
FG-5040,FILTRO GASOLINA,62,18,0.2903,3.4444,6.75,Lumpy
FG-511A,FILTRO GASOLINA,62,23,0.371,2.6957,2.2596,Lumpy
FG-511B,FILTRO GASOLINA,62,8,0.129,7.75,8.1355,Lumpy
FG-5555,FILTRO GASOLINA SAIL 2016-->,62,9,0.1452,6.8889,7.3214,Lumpy
FG-55AA,FILTRO GASOLINA,62,37,0.5968,1.6757,0.9192,Lumpy
FG-55AB,FILTRO GASOLINA,62,26,0.4194,2.3846,3.6276,Lumpy
FG-55AC,FILTRO GASOLINA,62,32,0.5161,1.9375,1.1904,Lumpy
FG-5719,FILTRO GASOLINA AVEO CHEV TAXI,62,32,0.5161,1.9375,1.5091,Lumpy
FG-5931,FILTRO GASOLINA,62,30,0.4839,2.0667,1.3235,Lumpy
FG-6030,FILTRO GASOLINA,62,23,0.371,2.6957,4.823,Lumpy
FG-6030A,FILTRO GASOLINA,62,33,0.5323,1.8788,1.8588,Lumpy
FG-9096,FILTRO GASOLINA,62,13,0.2097,4.7692,7.5898,Lumpy
FG-9123,FILTRO GASOLINA,62,24,0.3871,2.5833,2.6662,Lumpy
FG-9580,FILTRO GASOLINA,62,21,0.3387,2.9524,2.3881,Lumpy
FI-2F000,TAPA MODULO GASOLINA,62,34,0.5484,1.8235,1.2622,Lumpy
FI-3R000,FILTRO INTANK,62,11,0.1774,5.6364,7.9096,Lumpy
FI-A106,FILTRO GASOLINA,62,41,0.6613,1.5122,0.6556,Lumpy
FI-JX30A,FILTRO GASOLINA,62,15,0.2419,4.1333,5.2464,Lumpy
FI-Y922,FILTRO GASOLINA,62,30,0.4839,2.0667,1.3574,Lumpy
FIN16400-4M405,FILTRO INTANK,62,37,0.5968,1.6757,0.9411,Lumpy
FIN17040-JR40C,FILTRO INTANK,62,18,0.2903,3.4444,3.0102,Lumpy
FIN17040-JR50A,FILTRO INTANK,62,28,0.4516,2.2143,3.1996,Lumpy
FIN17040-JX30A,FILTRO INTANK,62,23,0.371,2.6957,2.9921,Lumpy
FIN233-28040,FILTRO,62,30,0.4839,2.0667,2.9095,Lumpy
FIN23300-0L010,FILTRO COMBUSTIBLE,62,21,0.3387,2.9524,3.2704,Lumpy
FIN23300-20130,FILTRO INTANK,62,26,0.4194,2.3846,3.3957,Lumpy
FIN23300-21010,FILTRO INTANK,62,15,0.2419,4.1333,4.1763,Lumpy
FIN23300-21030,FILTRO INTANK,62,27,0.4355,2.2963,1.5589,Lumpy
FIN23300-28040,FILTRO,62,33,0.5323,1.8788,1.0623,Lumpy
FIN23300-74330,FILTRO INTANK,62,25,0.4032,2.48,1.7599,Lumpy
FIN31112-1CA00,FILTRO INTANK,62,26,0.4194,2.3846,1.928,Lumpy
FIN31112-1G500,FILTRO INTANK,62,26,0.4194,2.3846,2.0201,Lumpy
FIN31112-2E000,FILTRO INTANK,62,25,0.4032,2.48,3.718,Lumpy
FIN31910-2H000,FILTRO INTANK,62,18,0.2903,3.4444,3.6889,Lumpy
FIN31911-26000,FILTRO INTANK,62,17,0.2742,3.6471,4.6725,Lumpy
FIN31911-2C000,FILTRO INTANK,62,21,0.3387,2.9524,3.4368,Lumpy
FINMR526974,FILTRO INTANK,62,25,0.4032,2.48,3.0138,Lumpy
FL01063B01,BOMBA GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,1.5662,Lumpy
FL012VT200,BOMBA GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,1.4064,Lumpy
FL01SWI152,BOMBA GASOLINA SUMERGIBLE,62,38,0.6129,1.6316,1.9893,Lumpy
FL01V31FIL,FILTRO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,2.1,Lumpy
FL01V31V33,BOMBA GASOLINA SUMERGIBLE CON UN PREFILTRO DE FLFILV33 Y EL PREFILTRO FLSF2,62,12,0.1935,5.1667,10.0806,Lumpy
FL020E2487,BOMBA GASOLINA SUMERGIBLE,62,7,0.1129,8.8571,13.551,Lumpy
FL02111B26,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,4.2962,Lumpy
FL03L109119,BANDA DE DISTRIBUCION 160RU25,62,15,0.2419,4.1333,4.7719,Lumpy
FL04578815AE,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.1224,Lumpy
FL056109119A,BANDA DE DISTRIBUCION 121ZA18,62,15,0.2419,4.1333,3.9912,Lumpy
FL0580314361,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,8.2256,Lumpy
FL06A109119K,BANDA DE DISTRIBUCION 138S8M23,62,16,0.2581,3.875,3.7553,Lumpy
FL06B109119A,BANDA DE DISTRIBUCION 150S8M23,62,20,0.3226,3.1,4.1293,Lumpy
FL080E2035,BOMBA GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,2.6338,Lumpy
FL0824000B,BOMBA GASOLINA SUMERGIBLE,62,23,0.371,2.6957,5.7003,Lumpy
FL08453509,BOMBA GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,3.0272,Lumpy
FL0881500B,BOMBA GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,2.0059,Lumpy
FL0902E000,FILTRO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.8001,Lumpy
FL0K020,SENSOR NIVEL GASOLINA TOYOTA HILUX,62,22,0.3548,2.8182,3.0943,Lumpy
FL0K2DJ1335Z,MODULO GASOLINA SUMERGIBLE,62,35,0.5645,1.7714,0.9561,Lumpy
FL101YU20,BANDA DISTRIBUCION,62,32,0.5161,1.9375,1.5088,Lumpy
FL105RUT022,BANDA DISTRIBUCION,62,25,0.4032,2.48,2.2985,Lumpy
FL109YU25,BANDA DISTRIBUCION,62,18,0.2903,3.4444,5.9563,Lumpy
FL1106100BK00XA,MODULO GASOLINA SUMERGIBLE,62,20,0.3226,3.1,2.8607,Lumpy
FL111RU17,BANDA DISTRIBUCION CH. AVEO 8 VAL (111 DIENTES),62,16,0.2581,3.875,6.6105,Lumpy
FL113RU25,BANDA DISTRIBUCION,62,30,0.4839,2.0667,3.3066,Lumpy
FL11REN514,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,9.7436,Lumpy
FL122ZA20,BANDA DISTRIBUCION LUV 2.3 GATES T122,62,35,0.5645,1.7714,1.0704,Lumpy
FL127RUT025,BANDA DISTRIBUCION,62,32,0.5161,1.9375,1.2101,Lumpy
FL13503672,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.173,Lumpy
FL13579019,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,4.1782,Lumpy
FL13584225,MODULO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,4.2485,Lumpy
FL13586776,BOMBA GASOLINA SUMERGIBLE,62,12,0.1935,5.1667,4.9233,Lumpy
FL13592603,MODULO GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,3.1678,Lumpy
FL137S8M22,BANDA DISTRIBUCION,62,11,0.1774,5.6364,5.5968,Lumpy
FL15100-61M00,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,3.0635,Lumpy
FL15100-65J0K,SEMI MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.9068,Lumpy
FL15100-76A30,MODULO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,2.4496,Lumpy
FL15100-78F00,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.9786,Lumpy
FL15100-78K20,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,3.7957,Lumpy
FL1510065D00,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,1.7386,Lumpy
FL152582,MODULO GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,2.3346,Lumpy
FL1525H8,MODULO GASOLINA SUMERGIBLE,62,31,0.5,2.0,1.2539,Lumpy
FL1525Q7,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,5.4045,Lumpy
FL1525Y4,MODULO GASOLINA SUMERGIBLE,62,7,0.1129,8.8571,14.1837,Lumpy
FL15310-75F01,FILTRO GASOLINA,62,19,0.3065,3.2632,3.3024,Lumpy
FL15310-81A00,FILTRO GASOLINA,62,24,0.3871,2.5833,2.4968,Lumpy
FL1604703594,BOMBA GASOLINA SUMERGIBLE,62,25,0.4032,2.48,1.9011,Lumpy
FL16117197076,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,6.2915,Lumpy
FL16146752368,BOMBA GASOLINA SUMERGIBLE,62,40,0.6452,1.55,0.6328,Lumpy
FL162S8M20,BANDA DISTRIBUCION,62,30,0.4839,2.0667,1.9183,Lumpy
FL169STPD24,BANDA DISTRIBUCION,62,33,0.5323,1.8788,2.144,Lumpy
FL17040-1HK0B,MODULO  GASOLINA SUMERGIBLE,62,38,0.6129,1.6316,0.8023,Lumpy
FL17040-4BA1A,MODULO GASOLINA SUMERGIBLE,62,28,0.4516,2.2143,2.2322,Lumpy
FL17040-4BB1A,MODULO DE GAASOLINA,62,14,0.2258,4.4286,3.8998,Lumpy
FL17040-4EF1A,MODULO GASOLINA SUMERGIBLE,62,20,0.3226,3.1,3.3212,Lumpy
FL17040-4M500,MODULO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,3.3348,Lumpy
FL17040-5RB0A,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,3.8536,Lumpy
FL17040-8H31B,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.2167,Lumpy
FL17040-8M21B,MODULO GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,6.9544,Lumpy
FL17040-8U002,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.9221,Lumpy
FL17040-95F0B,MODULO GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,2.31,Lumpy
FL17040-9N00A,MODULO GASOLINA SUMERGIBLE,62,45,0.7258,1.3778,0.7108,Lumpy
FL17040-CH000,MODULO GASOLINA SUMERGIBLE NISSAN SENTRA 02-06 TIIDA E9547M,62,28,0.4516,2.2143,4.0905,Lumpy
FL17040-ED80A,MODULO GASOLINA SUMERGIBLE,62,33,0.5323,1.8788,1.3633,Lumpy
FL17040-EL70A,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,3.0357,Lumpy
FL17040-EM30A,MODULO GASOLINA SUMERGIBLE,62,16,0.2581,3.875,6.8457,Lumpy
FL17040-ET00A,MODULO GASOLINA SUMERGIBLE,62,33,0.5323,1.8788,5.4874,Lumpy
FL17040-JD00A,MODULO GASOLINA,62,30,0.4839,2.0667,2.1762,Lumpy
FL17040-JE20A,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,4.0684,Lumpy
FL17040-JN00A,MODULO GASOLINA SUMERGIBLE,62,32,0.5161,1.9375,3.3365,Lumpy
FL17040-JY10A,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,6.5392,Lumpy
FL17040-VK01A,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.3061,Lumpy
FL170408B000,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,6.0368,Lumpy
FL170428HK0A,BOMBA DE GASOLINA SUMERGIBLE,62,23,0.371,2.6957,2.8863,Lumpy
FL172025090R,BOMBA GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,3.48,Lumpy
FL1760A156,MODULO GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,5.5387,Lumpy
FL1770A106,SEMI MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,1.0215,Lumpy
FL191S8M32,BANDA DISTRIBUCION,62,14,0.2258,4.4286,6.5762,Lumpy
FL1J0919051,SENSOR NIVEL GASOLINA,62,25,0.4032,2.48,3.3742,Lumpy
FL1J0919051J,MODULO GASOLINA SUMERGIBLE,62,38,0.6129,1.6316,2.9698,Lumpy
FL1J0919087H,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.4239,Lumpy
FL1J0919087J,MODULO GASOLINA SUMERGIBLE,62,8,0.129,7.75,10.625,Lumpy
FL1K0919050AB,MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.491,Lumpy
FL1K0919051DA,MODULO GASOLINA SUMERGIBLE,62,20,0.3226,3.1,3.0109,Lumpy
FL2034702394,MODULO GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,0.8397,Lumpy
FL2034703594,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,1.74,Lumpy
FL2114704094,MODULO GASOLINA SUMERGIBLE,62,25,0.4032,2.48,2.0762,Lumpy
FL22021132,BOMBA GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.1157,Lumpy
FL2310-87403,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.8788,Lumpy
FL23217-21010,PREFILTRO,62,36,0.5806,1.7222,0.9206,Lumpy
FL2352M,BOMBA GASOLINA SUMERGIBLE,62,8,0.129,7.75,15.4952,Lumpy
FL23537761,MODULO GASOLINA SUMERGIBLE,62,34,0.5484,1.8235,3.0066,Lumpy
FL24546376,MODULO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,6.3941,Lumpy
FL25060-8H311,SENSOR NIVEL GASOLINA NISSAN XTRAIL T30,62,19,0.3065,3.2632,3.7877,Lumpy
FL26296818,MODULO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,3.2907,Lumpy
FL26296829,MODULO GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,1.8396,Lumpy
FL26671330,SENSOR NIVEL GASOLINA SAIL MODERNO 1.5,62,17,0.2742,3.6471,5.7425,Lumpy
FL26689547,MODULO GASOLINA SUMERGIBLE,62,37,0.5968,1.6757,0.9613,Lumpy
FL2E0919050F,MODULO GASOLINA SUMERGIBLE,62,31,0.5,2.0,2.4314,Lumpy
FL2H0919050B,MODULO GASOLINA SUMERGIBLE,62,27,0.4355,2.2963,2.6989,Lumpy
FL2H09190KIT,KIT DE REPARACION AMAROK,62,18,0.2903,3.4444,3.2189,Lumpy
FL2H0919673A,SENSOR NIVEL GASOLINA,62,7,0.1129,8.8571,11.6449,Lumpy
FL2QD919051B,MODULO GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.0663,Lumpy
FL30017001,BOMBA GASOLINA SUMERGIBLE,62,44,0.7097,1.4091,0.6422,Lumpy
FL30028090,BOMBA GASOLINA SUMERGIBLE,62,8,0.129,7.75,8.805,Lumpy
FL30028100,BOMBA GASOLINA SUMERGIBLE,62,39,0.629,1.5897,0.7819,Lumpy
FL30046001,BOMBA GASOLINA SUMERGIBLE,62,23,0.371,2.6957,2.1581,Lumpy
FL30057B01,BOMBA GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,3.1247,Lumpy
FL300E2258,BOMBA GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,3.4089,Lumpy
FL300TU200,MODULO GASOLINA SUMERGIBLE,62,40,0.6452,1.55,0.7653,Lumpy
FL30174202,BOMBA GASOLINA SUMERGIBLE,62,16,0.2581,3.875,4.7494,Lumpy
FL30215701,BOMBA GASOLINA SUMERGIBLE,62,43,0.6935,1.4419,0.6001,Lumpy
FL30230002,MODULO GASOLINA SUMERGIBLE,62,23,0.371,2.6957,3.245,Lumpy
FL3024000A,BOMBA GASOLINA SUMERGIBLE,62,41,0.6613,1.5122,0.7588,Lumpy
FL30307403,MODULO GASOLINA SUMERGIBLE,62,17,0.2742,3.6471,4.8882,Lumpy
FL30353777,BOMBA GASOLINA SUMERGIBLE,62,20,0.3226,3.1,5.0268,Lumpy
FL30453432,BOMBA GASOLINA SUMERGIBLE,62,20,0.3226,3.1,4.3738,Lumpy
FL30454001,BOMBA GASOLINA SUMERGIBLE,62,35,0.5645,1.7714,1.0019,Lumpy
FL3045400T,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.5107,Lumpy
FL30454078,BOMBA GASOLINA SUMERGIBLE,62,11,0.1774,5.6364,5.3483,Lumpy
FL30454131,BOMBA GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,1.6276,Lumpy
FL30454BYH,BOMBA GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,2.3833,Lumpy
FL30454CYH,BOMBA GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,7.0452,Lumpy
FL30464038,BOMBA GASOLINA SUMERGIBLE     PEUGEOT RENAULT CITROEN BMW E2,62,28,0.4516,2.2143,3.6759,Lumpy
FL309051BH,BOMBA GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,2.8992,Lumpy
FL30919051,MODULO GASOLINA SUMERGIBLE,62,30,0.4839,2.0667,1.4672,Lumpy
FL30ASTR20,BOMBA GASOLINA SUMERGIBLE,62,19,0.3065,3.2632,3.0037,Lumpy
FL30CAB034,BOMBA GASOLINA SUMERGIBLE,62,26,0.4194,2.3846,1.7986,Lumpy
FL30CHN003,BOMBA GASOLINA SUMERGIBLE,62,38,0.6129,1.6316,0.9861,Lumpy
FL30CHN005,BOMBA GASOLINA SUMERGIBLE,62,18,0.2903,3.4444,4.0965,Lumpy
FL30CHN007,BOMBA GASOLINA SUMERGIBLE,62,23,0.371,2.6957,2.5592,Lumpy
FL30CHN009,BOMBA GASOLINA SUMERGIBLE,62,25,0.4032,2.48,2.0476,Lumpy
FL30CHN011,BOMBA GASOLINA SUMERGIBLE,62,8,0.129,7.75,8.0658,Lumpy
FL30CHN015,BOMBA GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,4.4939,Lumpy
FL30CHN019,BOMBA GASOLINA SUMERGIBLE,62,29,0.4677,2.1379,1.3425,Lumpy
FL30CHN021,BOMBA GASOLINA SUMERGIBLE,62,25,0.4032,2.48,2.8476,Lumpy
FL30CLI009,BOMBA GASOLINA SUMERGIBLE,62,21,0.3387,2.9524,3.3926,Lumpy
FL30E2530M,MODULO GASOLINA SUMERGIBLE,62,24,0.3871,2.5833,3.6416,Lumpy
FL30ECO001,BOMBA GASOLINA SUMERGIBLE,62,9,0.1452,6.8889,15.3299,Lumpy
FL30HY8050,BOMBA GASOLINA SUMERGIBLE,62,14,0.2258,4.4286,3.8639,Lumpy
FL30HY9000,BOMBA GASOLINA SUMERGIBLE,62,36,0.5806,1.7222,0.9911,Lumpy
FL30HYD000,BOMBA GASOLINA SUMERGIBLE,62,20,0.3226,3.1,3.2577,Lumpy
FL30MIT033,BOMBA GASOLINA SUMERGIBLE,62,32,0.5161,1.9375,2.1498,Lumpy
